distance_metric,k,split,class,precision,recall,f1,support
euclidean,7,test,100180860,0.8409090909090909,0.578125,0.6851851851851852,64
euclidean,7,test,100192430,0.6363636363636364,0.9264705882352942,0.7544910179640718,68
euclidean,7,test,100610443,0.9310344827586207,0.84375,0.8852459016393444,64
euclidean,7,test,100610883,0.6753246753246753,0.8125,0.7375886524822695,64
euclidean,7,test,300000007,0.8484848484848485,0.875,0.8615384615384615,64
euclidean,7,test,300000018,0.8372093023255814,0.5625,0.6728971962616822,64
euclidean,7,test,300000034,0.6776859504132231,0.8541666666666666,0.7557603686635945,96
euclidean,7,test,300000080,0.6804123711340206,0.6875,0.6839378238341969,96
euclidean,7,test,300000082,0.7878787878787878,0.8125,0.8,64
euclidean,7,test,700018215,0.7837837837837838,0.453125,0.5742574257425742,64
euclidean,8,train,100180860,1.0,1.0,1.0,576
euclidean,8,train,100192430,1.0,1.0,1.0,612
euclidean,8,train,100610443,1.0,1.0,1.0,576
euclidean,8,train,100610883,1.0,1.0,1.0,576
euclidean,8,train,300000007,1.0,1.0,1.0,576
euclidean,8,train,300000018,1.0,1.0,1.0,576
euclidean,8,train,300000034,1.0,1.0,1.0,864
euclidean,8,train,300000080,1.0,1.0,1.0,864
euclidean,8,train,300000082,1.0,1.0,1.0,576
euclidean,8,train,700018215,1.0,1.0,1.0,576
euclidean,8,test,100180860,0.8085106382978723,0.59375,0.6846846846846846,64
euclidean,8,test,100192430,0.6597938144329897,0.9411764705882353,0.7757575757575758,68
euclidean,8,test,100610443,0.9310344827586207,0.84375,0.8852459016393444,64
euclidean,8,test,100610883,0.6625,0.828125,0.736111111111111,64
euclidean,8,test,300000007,0.8571428571428571,0.84375,0.8503937007874015,64
euclidean,8,test,300000018,0.8666666666666667,0.609375,0.7155963302752294,64
euclidean,8,test,300000034,0.6721311475409836,0.8541666666666666,0.7522935779816513,96
euclidean,8,test,300000080,0.6875,0.6875,0.6875,96
euclidean,8,test,300000082,0.8125,0.8125,0.8125,64
euclidean,8,test,700018215,0.8055555555555556,0.453125,0.58,64
euclidean,9,train,100180860,1.0,1.0,1.0,576
euclidean,9,train,100192430,1.0,1.0,1.0,612
euclidean,9,train,100610443,1.0,1.0,1.0,576
euclidean,9,train,100610883,1.0,1.0,1.0,576
euclidean,9,train,300000007,1.0,1.0,1.0,576
euclidean,9,train,300000018,1.0,1.0,1.0,576
euclidean,9,train,300000034,1.0,1.0,1.0,864
euclidean,9,train,300000080,1.0,1.0,1.0,864
euclidean,9,train,300000082,1.0,1.0,1.0,576
euclidean,9,train,700018215,1.0,1.0,1.0,576
euclidean,9,test,100180860,0.8085106382978723,0.59375,0.6846846846846846,64
euclidean,9,test,100192430,0.65625,0.9264705882352942,0.7682926829268293,68
euclidean,9,test,100610443,0.9310344827586207,0.84375,0.8852459016393444,64
euclidean,9,test,100610883,0.6538461538461539,0.796875,0.7183098591549296,64
euclidean,9,test,300000007,0.8571428571428571,0.84375,0.8503937007874015,64
euclidean,9,test,300000018,0.8863636363636364,0.609375,0.7222222222222223,64
euclidean,9,test,300000034,0.6747967479674797,0.8645833333333334,0.7579908675799086,96
euclidean,9,test,300000080,0.6836734693877551,0.6979166666666666,0.6907216494845362,96
euclidean,9,test,300000082,0.8125,0.8125,0.8125,64
euclidean,9,test,700018215,0.8108108108108109,0.46875,0.594059405940594,64
euclidean,10,train,100180860,1.0,1.0,1.0,576
euclidean,10,train,100192430,1.0,1.0,1.0,612
euclidean,10,train,100610443,1.0,1.0,1.0,576
euclidean,10,train,100610883,1.0,1.0,1.0,576
euclidean,10,train,300000007,1.0,1.0,1.0,576
euclidean,10,train,300000018,1.0,1.0,1.0,576
euclidean,10,train,300000034,1.0,1.0,1.0,864
euclidean,10,train,300000080,1.0,1.0,1.0,864
euclidean,10,train,300000082,1.0,1.0,1.0,576
euclidean,10,train,700018215,1.0,1.0,1.0,576
euclidean,10,test,100180860,0.82,0.640625,0.7192982456140351,64
euclidean,10,test,100192430,0.65,0.9558823529411765,0.7738095238095238,68
euclidean,10,test,100610443,0.9322033898305084,0.859375,0.8943089430894309,64
euclidean,10,test,100610883,0.6891891891891891,0.796875,0.7391304347826088,64
euclidean,10,test,300000007,0.8709677419354839,0.84375,0.8571428571428571,64
euclidean,10,test,300000018,0.9069767441860465,0.609375,0.7289719626168225,64
euclidean,10,test,300000034,0.6935483870967742,0.8958333333333334,0.7818181818181819,96
euclidean,10,test,300000080,0.6979166666666666,0.6979166666666666,0.6979166666666666,96
euclidean,10,test,300000082,0.828125,0.828125,0.828125,64
euclidean,10,test,700018215,0.8333333333333334,0.46875,0.6,64
euclidean,11,train,100180860,1.0,1.0,1.0,576
euclidean,11,train,100192430,1.0,1.0,1.0,612
euclidean,11,train,100610443,1.0,1.0,1.0,576
euclidean,11,train,100610883,1.0,1.0,1.0,576
euclidean,11,train,300000007,1.0,1.0,1.0,576
euclidean,11,train,300000018,1.0,1.0,1.0,576
euclidean,11,train,300000034,1.0,1.0,1.0,864
euclidean,11,train,300000080,1.0,1.0,1.0,864
euclidean,11,train,300000082,1.0,1.0,1.0,576
euclidean,11,train,700018215,1.0,1.0,1.0,576
euclidean,11,test,100180860,0.8461538461538461,0.6875,0.7586206896551724,64
euclidean,11,test,100192430,0.6597938144329897,0.9411764705882353,0.7757575757575758,68
euclidean,11,test,100610443,0.9298245614035088,0.828125,0.8760330578512396,64
euclidean,11,test,100610883,0.704225352112676,0.78125,0.7407407407407407,64
euclidean,11,test,300000007,0.873015873015873,0.859375,0.8661417322834646,64
euclidean,11,test,300000018,0.9736842105263158,0.578125,0.7254901960784313,64
euclidean,11,test,300000034,0.6590909090909091,0.90625,0.763157894736842,96
euclidean,11,test,300000080,0.6868686868686869,0.7083333333333334,0.6974358974358974,96
euclidean,11,test,300000082,0.8,0.8125,0.8062015503875969,64
euclidean,11,test,700018215,0.8529411764705882,0.453125,0.5918367346938775,64
euclidean,12,train,100180860,1.0,1.0,1.0,576
euclidean,12,train,100192430,1.0,1.0,1.0,612
euclidean,12,train,100610443,1.0,1.0,1.0,576
euclidean,12,train,100610883,1.0,1.0,1.0,576
euclidean,12,train,300000007,1.0,1.0,1.0,576
euclidean,12,train,300000018,1.0,1.0,1.0,576
euclidean,12,train,300000034,1.0,1.0,1.0,864
euclidean,12,train,300000080,1.0,1.0,1.0,864
euclidean,12,train,300000082,1.0,1.0,1.0,576
euclidean,12,train,700018215,1.0,1.0,1.0,576
euclidean,12,test,100180860,0.8490566037735849,0.703125,0.7692307692307692,64
euclidean,12,test,100192430,0.6530612244897959,0.9411764705882353,0.7710843373493975,68
euclidean,12,test,100610443,0.9310344827586207,0.84375,0.8852459016393444,64
euclidean,12,test,100610883,0.7246376811594203,0.78125,0.7518796992481203,64
euclidean,12,test,300000007,0.859375,0.859375,0.859375,64
euclidean,12,test,300000018,0.9736842105263158,0.578125,0.7254901960784313,64
