distance_metric,k,split,class,precision,recall,f1,support
euclidean,12,train,300000007,1.0,1.0,1.0,1035
euclidean,12,train,300000018,1.0,1.0,1.0,666
euclidean,12,train,300000034,1.0,1.0,1.0,1890
euclidean,12,train,300000080,1.0,1.0,1.0,1782
euclidean,12,train,300000082,1.0,1.0,1.0,882
euclidean,12,train,700018215,1.0,1.0,1.0,576
euclidean,12,test,100180860,0.75,0.6268656716417911,0.6829268292682927,67
euclidean,12,test,100192430,0.8222222222222222,0.8161764705882353,0.8191881918819188,136
euclidean,12,test,100610443,0.8645833333333334,0.9325842696629213,0.8972972972972973,89
euclidean,12,test,100610883,0.8297872340425532,0.6,0.6964285714285714,65
euclidean,12,test,300000007,0.7931034482758621,0.8,0.7965367965367965,115
euclidean,12,test,300000018,0.7761194029850746,0.7027027027027027,0.7375886524822697,74
euclidean,12,test,300000034,0.8132780082987552,0.9333333333333333,0.8691796008869179,210
euclidean,12,test,300000080,0.7464788732394366,0.803030303030303,0.7737226277372262,198
euclidean,12,test,300000082,0.7663551401869159,0.8367346938775511,0.7999999999999999,98
euclidean,12,test,700018215,0.868421052631579,0.515625,0.6470588235294118,64
euclidean,13,train,100180860,1.0,1.0,1.0,603
euclidean,13,train,100192430,1.0,1.0,1.0,1224
euclidean,13,train,100610443,1.0,1.0,1.0,801
euclidean,13,train,100610883,1.0,1.0,1.0,585
euclidean,13,train,300000007,1.0,1.0,1.0,1035
euclidean,13,train,300000018,1.0,1.0,1.0,666
euclidean,13,train,300000034,1.0,1.0,1.0,1890
euclidean,13,train,300000080,1.0,1.0,1.0,1782
euclidean,13,train,300000082,1.0,1.0,1.0,882
euclidean,13,train,700018215,1.0,1.0,1.0,576
euclidean,13,test,100180860,0.7419354838709677,0.6865671641791045,0.7131782945736433,67
euclidean,13,test,100192430,0.8235294117647058,0.8235294117647058,0.8235294117647058,136
euclidean,13,test,100610443,0.8645833333333334,0.9325842696629213,0.8972972972972973,89
euclidean,13,test,100610883,0.8222222222222222,0.5692307692307692,0.6727272727272727,65
euclidean,13,test,300000007,0.8,0.8,0.8000000000000002,115
euclidean,13,test,300000018,0.7761194029850746,0.7027027027027027,0.7375886524822697,74
euclidean,13,test,300000034,0.8057851239669421,0.9285714285714286,0.8628318584070797,210
euclidean,13,test,300000080,0.7511961722488039,0.7929292929292929,0.7714987714987716,198
euclidean,13,test,300000082,0.7735849056603774,0.8367346938775511,0.803921568627451,98
euclidean,13,test,700018215,0.8421052631578947,0.5,0.6274509803921569,64
euclidean,14,train,100180860,1.0,1.0,1.0,603
euclidean,14,train,100192430,1.0,1.0,1.0,1224
euclidean,14,train,100610443,1.0,1.0,1.0,801
euclidean,14,train,100610883,1.0,1.0,1.0,585
euclidean,14,train,300000007,1.0,1.0,1.0,1035
euclidean,14,train,300000018,1.0,1.0,1.0,666
euclidean,14,train,300000034,1.0,1.0,1.0,1890
euclidean,14,train,300000080,1.0,1.0,1.0,1782
euclidean,14,train,300000082,1.0,1.0,1.0,882
euclidean,14,train,700018215,1.0,1.0,1.0,576
euclidean,14,test,100180860,0.7457627118644068,0.6567164179104478,0.6984126984126985,67
euclidean,14,test,100192430,0.8248175182481752,0.8308823529411765,0.827838827838828,136
euclidean,14,test,100610443,0.8617021276595744,0.9101123595505618,0.8852459016393442,89
euclidean,14,test,100610883,0.8409090909090909,0.5692307692307692,0.6788990825688073,65
euclidean,14,test,300000007,0.8070175438596491,0.8,0.8034934497816594,115
euclidean,14,test,300000018,0.7846153846153846,0.6891891891891891,0.7338129496402878,74
euclidean,14,test,300000034,0.8148148148148148,0.9428571428571428,0.8741721854304636,210
euclidean,14,test,300000080,0.7547169811320755,0.8080808080808081,0.7804878048780488,198
euclidean,14,test,300000082,0.7636363636363637,0.8571428571428571,0.8076923076923076,98
euclidean,14,test,700018215,0.8421052631578947,0.5,0.6274509803921569,64
euclidean,15,train,100180860,1.0,1.0,1.0,603
euclidean,15,train,100192430,1.0,1.0,1.0,1224
euclidean,15,train,100610443,1.0,1.0,1.0,801
euclidean,15,train,100610883,1.0,1.0,1.0,585
euclidean,15,train,300000007,1.0,1.0,1.0,1035
euclidean,15,train,300000018,1.0,1.0,1.0,666
euclidean,15,train,300000034,1.0,1.0,1.0,1890
euclidean,15,train,300000080,1.0,1.0,1.0,1782
